,NAME,ADDRESS,STAR_AVG,STAR_DIST_DECENDING,REVIEW_TITLE,REVIEW_STAR,REVIEW,VISIT_DATE,WRITE_DATE,LANGUAGE
734,김광석 길,대구 중구 달구벌대로450길,4.0,"['49', '66', '24', '2', '0']",フォークが流れるストリート,3.0,"こちらは大学病院駅より徒歩4分くらいから通りが始まります。
入り口にはギターを手にした銅像があり、そこを起点に200mくらいフォークソングや壁画やらが続くストリートがおります。
壁の反対側はcafeなどのお店がありした。",2019년 4월 • 커플,2019년 4월 29일 작성,일본어
735,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",드라이브 하기 좋습니다,4.0,드라이브 하기에 좋은 곳입니다. 다양한 맛집과 카페들이 있어서 데이트 코스로 추천하고 싶은 곳입니다.,2015년 8월 • 친구,2016년 6월 29일 작성,한국어
736,김광석 길,대구 중구 달구벌대로450길,4.0,"['49', '66', '24', '2', '0']",インスタ映え,4.0,日本でいう尾崎豊的な感じらしい。写真映えするストリート。たくさんウォールアートがあるので、友達と一緒に写真撮るのに時間かかりました(笑)中には実際にギターを弾いているかのような立体的なものまで。その人物について知らなくても楽しめます。,2019년 3월 • 친구,2019년 4월 4일 작성,일본어
737,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']","가벼운 등산을 원한다면, 좋은야경과 함께",5.0,"가는 길은 다소 가파르지만, 길지는 않습니다. 전망대에서 보는 야경은 정말 좋습니다. 야경이 아니라도 경치를 즐기는데 좋은 곳 입니다.",2015년 9월 • 커플,2016년 6월 24일 작성,한국어
738,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",대구를 한눈에 보고 싶을때~,4.0,정말 앞산이 이름 맞구요..케이블카도 탈수 있고 등산코스도 좋은곳이에요 휴일에 가족들과 등산 및 추억쌓기에 좋아요,2016년 5월 • 가족,2016년 6월 16일 작성,한국어
739,김광석 길,대구 중구 달구벌대로450길,4.0,"['49', '66', '24', '2', '0']",金光石のフォークソングが聞きたくなります。,4.0,金光石は長渕剛の影響を受けていたというフォークソングの歌手、金光石の歌が聞けるコーナーもあり、金光石ってどんな人と思わせてくれるストリート。そして、もっと歌を聞きたくなるストリートです。ストリートぞいにカフェもあり、そこでのんびりするのもよいと思います。,2018년 8월 • 개인,2018년 8월 20일 작성,일본어
740,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",앞산공원 전망대는 필수!,5.0,저는 여행하면 야경을 꼭!!! 보는데요. 야경보려면 대구 앞산공원 전망대로 가세요~~ ^^ 저녁에는 차를 가지고 올라가서 전망대를 쉽게 올라갈 수 있습니다 ^^ 추천합니다 꼭!,2016년 5월 • 친구,2016년 5월 10일 작성,한국어
741,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",등산!,3.0,"대구에서 얖산공원은 산책하기에 좋은 장소이며 가기도 어렵지 않아요. 산도 높지는 않지만 그렇다고 운동이 안되는 것도 아니에요. 등산하고 나서 주변 커피샾, 식당도 많으니 들려서 쉬는것도 좋아요.",2016년 3월 • 가족,2016년 4월 22일 작성,한국어
742,김광석 길,대구 중구 달구벌대로450길,4.0,"['49', '66', '24', '2', '0']",狭い路地に壁画や銅像がある,4.0,"大邱シティツアーの循環バスで訪れました。
平日の午後でしたが若い人がたくさんいて、写真を撮って楽しんでいました。
路地の壁にいろいろな絵が描かれていて、ほのぼのとする雰囲気のものが多かったです。
金光石さん自体は知りませんが、亡くなってからも愛され続けている歌手だということを感じました。",2018년 6월 • 개인,2018년 7월 15일 작성,일본어
743,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",시내에서 가까운 곳,4.0,시내에서 가까운 위치에 케이블이 존재한다는 것이 생각보다 매력으로 다가올수 있는 곳입니다.,2015년 3월 • 가족,2016년 2월 11일 작성,한국어
744,천주교 계산 주교좌 성당,대구 중구 서성로 10,4.0,"['37', '38', '16', '1', '0']",築100年以上の豪華なロマネスク様式の教会,5.0,カトリック教徒が多い韓国ならでは教会。豪華なロマネスク様式でステンドグラスを中心に見ごたえがあります。韓服を着た人がステンドグラスに描かれていて大変興味深かったです。,2015년 4월 • 개인,2015년 8월 15일 작성,일본어
745,김광석 길,대구 중구 달구벌대로450길,4.0,"['49', '66', '24', '2', '0']",晴れた日には最高の写真スポット,5.0,"韓国で有名だった歌手の方の道です。
入り口から銅像があり、長い道には沢山の写真スポットやカフェ、飲食店があります。道の中央地点では、歌を歌っている人がいて、行き交う人たちが立ち止まり、一緒に楽しんでいる姿が見られます。その周辺にはオープンテラス席があるカフェもあるので、天気の良い日にはテラス席でコーヒーを飲みながら歌を聴くのもおススメです。",2018년 5월 • 친구,2018년 5월 19일 작성,일본어
746,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",대구에서 제일 공기 맑은 곳,4.0,"등산보다는 산책에 가까운 곳이에요. 어릴때부터 자주가는 곳입니다.
지금은 산책로가 편리하게 잘 가꾸어져 있고 군데군데 운동시설과 쉼터가 있어
좋아요.
무엇보다 공기가 너무 맑아서 좋습니다.
해질녘 대구 전망보기 좋은 곳입니다.
내려오면 오랜 맛집들이 많으니 한끼하시고 가면 됩니다.",2015년 9월 • 가족,2015년 11월 28일 작성,한국어
747,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",산책하기 좋은 공원,4.0,"대구의 가까운곳에 이렇게 좋은 공원이 있다는 것이 감사하다
가을의 단풍도 봄의 벚꽃도 무척 아름다운 곳
대중교통으로도 쉽게 찾을 수 있는 곳이니 대구에 오면 꼭 들려 보기를 추천한다",2015년 11월 • 가족,2015년 11월 8일 작성,한국어
748,김광석 길,대구 중구 달구벌대로450길,4.0,"['49', '66', '24', '2', '0']",写真スポットとして,3.0,"韓国人の友達に連れてきてもらったものの、誰だか知らなかったので正直そんなに興奮はしませんでしたが、可愛い写真や面白い写真を撮るにはいいスポットだと思います。
また、道にはおしゃれなカフェがいくつもあるので、そこでゆっくりするのもオススメです。",2016년 11월 • 친구,2016년 12월 17일 작성,일본어
749,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",대구의 건강을 책임지다...,5.0,"남구와 수성구에 걸쳐서 있는 앞산공원
여러군데의 등산로가 있으며, 가족들의 나들이 장소로 제일 많은 점수를 받고 있는 곳이다. 산이 낮아서 등산하기도 편하고, 정상에서는 대구시내가 한눈에 내려가 보인다. 걷기가 싫으면 케이블카도 준비되어 있으니 걱정 없다. 마친뒤 앞산이 자랑하는 대덕식당에서 선지국밥드시고 가시는것도 잊지 말기를~",2015년 10월 • 친구,2015년 10월 31일 작성,한국어
750,앞산공원,대구 남구 앞산순환로 574-116,4.5,"['110', '71', '20', '1', '0']",대구시내를 내려다볼수 있어요,4.0,"앞산 공원은 팔공산만큼 높지는 않지만 그만큼 접근하기 쉬워요. 등산 코스도 다양해서 무리하지 않고 등산할 수 있어요. 무엇보다 케이블카를 이용해서도 올라갈 수 있는데 다인승임에도 요금은 편도 7000원 왕복 9000으로 싼 편이 아니지만 일단 올라가면 대구 시내가 한 눈에 보여요. 케이블카타는 곳 근처에는 식당이 있어서 파전이나 막걸리를 먹을 수도 있구요. 트래킹, 구경 등 다양하게 즐길 수 있어요.",2015년 9월 • 친구,2015년 10월 30일 작성,한국어
751,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",便利です,5.0,"地下鉄及びモノレールを利用しました。
自販機も日本語対応しておりチケットの購入も簡単です。
（車内案内にも日本語ありです・・モノレールではしてなかったかもしれませんが、地下鉄の方はありました）

テグ観光では確実に利用すると思います。",2019년 3월,2020년 1월 12일 작성,일본어
752,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",T-moneyカードがチャージ出来なかった,3.0,釜山から密陽に入り、密陽から大邱駅までのんびりトリップ。地下鉄に乗り換えたのですが、 T-moneyカードにチャージができない。ずっと世話になったカード。利用は出来ましたが、何故かチャージができませんでした。何故出来なかったか？だれか教えてくれ〜。ただし、残高が少しあったため、ギリギリでしたがなんとかグルグル廻ることは出来ました。帰りは東大邱から釜山までKTXで。席が濡れていたのには参りましたが,2019년 2월 • 개인,2019년 9월 24일 작성,일본어
753,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",市内の移動に便利,4.0,KTXの東大邱駅から移動にとても便利です。列車も綺麗ですよ。モノレールも走っていて西門市場の入り口ともつながっています。,2019년 7월 • 개인,2019년 7월 13일 작성,일본어
754,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",日本語でチケットが買え便利,5.0,３号線のモノレールを利用しました。自動販売機で切符を購入する際、日本語が選べます。後は画面の指示に従い簡単に買うことができました。丸いプラスチックの切符で、自動改札にタッチさせ入場します。タッチさせる部分がイラストで表示されているので始めてでも分かりやすいです。ホームの表示も分かりやすく、車内から街を見ているだけでも面白かったです。,2019년 5월 • 개인,2019년 5월 18일 작성,일본어
755,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",安全、安心、安い,4.0,"韓国で始めて乗った地下鉄についてについての感想です。
チケットは自動販売機で購入できますがt-maneyガードが便利なのでこちらを利用。（大邱空港の到着口から出ると左側にあるコンビ二で購入しました）
地下鉄そのものは比較的に新しく綺麗です。
ゲートにt-maneyガードをタッチして入ります。（日本のgateに比べ少しレスポンスが遅いです）
あとは案内にしたがいプラットフォームに下りて乗るだけです。（ホームドアがついている駅もあります、また、日本の電車とプラットフォームに対して電車の走行方向が逆で違和感がありました）
電車のドアは自動で開閉します。また、車内は幅、高さ等日本の電車と何ら変わら無いよう感じました。ただ、シートは一件柔らかそうに見えますがとてもかたいです。
電車を降りると日本と同じ様にgateにタッチしてでます。
安全、正確な地下鉄は観光者にとって強い味方です。",2019년 4월 • 커플,2019년 4월 27일 작성,일본어
756,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",移動に便利,3.0,街中を移動するのに欠かせない。バスはあまり分からないので、これで移動していました。切符ではなく、コインのように丸いもの。駅にはところどころ水槽があり、魚がいました。何でそこで飼っているのかは謎。,2019년 3월 • 친구,2019년 4월 4일 작성,일본어
757,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",個人的にはバスのほうが便利でした,3.0,駅の内装の具合が大阪の地下鉄っぽい雰囲気。お昼から夕方にかけて乗った電車すべてが乗り切れないぐらい混雑していました。渋滞がない時間ならばバスのほうが個人的には便利かと思った次第。,2019년 3월 • 개인,2019년 3월 16일 작성,일본어
758,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",便利です,4.0,１・２号線は地下鉄、3号線はモノレールです。安くてわかりやすくて便利です。いろいろなカードマネーが使えます。,2019년 2월 • 가족,2019년 2월 12일 작성,일본어
759,대구도시철도,제공되지 않음,4.0,"['58', '83', '38', '4', '1']",市内の移動に便利,3.0,市内の移動に便利です。モノレールになっています。乗り方も簡単ですし、Tマネーカードがあればいちいち切符を買わなくても大丈夫です。,2019년 1월 • 비지니스,2019년 1월 16일 작성,일본어
