,부서,사업명,제안취지,사업내용
148,자원순환과,환경용 cctv설치 해주세요,대구 동구 신천4동에 신세계백화점이 들어서고 신천동마다 재건축이 활발히 진행되는 등  발전이 계속 되고 있으나 불법 쓰레기 투기가 너무 많음. 주민들의 의식 개선도 중하겠으나  그전에 행정관청에서 환경용 cctv를 설치하여 경각심을 주었음 좋겠습니다.,대구 동구 신천4동에 신세계백화점이 들어서고 신천동마다 재건축이 활발히 진행되는 등  발전이 계속 되고 있으나 불법 쓰레기 투기가 너무 많음. 주민들의 의식 개선도 중하겠으나  그전에 행정관청에서 환경용 cctv를 설치하여 경각심을 주었음 좋겠습니다.
149,,신천에 꽃밭을 조성해주세요,하천산책길을 꽃발으로 조성하여 공원 환경 정비,"유채꽃(봄), 코스모스(가을) 식재"
150,,신천둔치(용두교)화장실 설치,산책로 주변에 화장실을 설치하여 이용자의 편의 제공,화장실 설치
151,자치행정과,삼덕지하보도 반사경 교체,기존 반사경 크기가 작고 잘 보이지 않아 자전거 길 통행자와 신천에서 나오는 통행자 간의 잦은 충돌사고 발생,반사경 교체
152,자치행정과,마을지도 및 마을게시판 설치,"아파트와 달리 주택에 사는 주민들은 각종 정보에 취약.<br>인근 주민들의 접근성을 고려해 소공원 내 마을지도와 게시판을 설치함으로써 효과적인 정보 전달 및 마을의 공동체 문화를 만들어 가는데 기여하고자 함<br>(시정 및 구정 홍보, 마을소식 전달, 마을의 역사 소개, 마을의 자랑거리 등 게재)",신천두산위브아파트 뒤편 소공원 내 마을지도와 홍보용 마을게시판 설치
153,자치행정과,깨끗한 우리동네 전주 만들기,동부로 6길 상 (신천휴먼시아 6단지 옆에서 신천휴먼시아 5단지 옆)의 전주에 항상 불법 광고물 등이 부착되어 있어 도시미관에 상당히 저해되고 있음.,동부로 6길 상 (신천휴먼시아 6단지 옆에서 신천휴먼시아 5단지 옆)의 전주에 불법 광고물 등을 부착방지되는 도료를 도포
154,자치행정과,방법용  cctv설치,신천LH 아파트 뒤편 도로에 야간에 어두워 안전사고를 위한 CCTV가 없어 안전 사고 등을 위한 cctv 설치요청(2개),"방범용 CCTV 설치요성(신천LH 109동 뒤편 1개소, 동부로3길 38 앞 1개소)"
155,자치행정과,시원한 어르신 쉼터 조성,"신천동 656-49번지 내 어르신 쉼터가 조성되어 있으나, 그늘막에 조명이 없어, 밤에 많이 어두우며, 여름 밤 무더위를 피해 나오시는 분들을 위한 선풍기 등이 없어 모기 등 해충과 무더위를 느낌",그늘막 내 조명 및 선풍기 설치
156,자치행정과,보행자 안전확보,신천역3번출구에서 동부로 2까지 인도블록 파손 등으로 인하여 보행시 사고 우려,신천역 3번 출구에서 동부로 2 인도블록 재포장
157,자치행정과,아파트 출입구 교통안전 확보,"1. 신천휴먼시아6단지 후문에서 우회전 시 불법주정차 등으로 시야확보가 어려워 반사경 설치<br>2. 신천휴먼시아 6단지 후문에서 우회전 시 바로 오르막이 있어, 우천 시 미끄러워 미끄럼 방지 포장 요청",1. 송라로3길 55앞 반사경 설치<br>2. 송라로3길 55 오르막 미끄럼 방지 포장
158,자치행정과,골목길 타일 벽화 조성,○ 인근 학생들의 주 이용 통로인 신암그린타운과 신천가람타운 109동 사이 골목길에 밝고 화사한 벽화를 조성하여 주민에게 안정감 제공,○ 신암그린타운과 신천가람타운 109동 사이 골목길은 작년에 보안등이 신설되었으나 여전히 오래된 벽으로 인해 많이 낙후되어 있음. 인근 아파트 어르신의 산책로 및 학생들의 주 등하굣길로 이용되는 골목길이 밤이 되면 어둡고 위험한 느낌이 강하게 듦.
159,,야외 공연장 설치,신천의 지리적 이점으로 시민들의 문화 명소로 부각될수 있음,기존에 있는 미니 공연장을 개선하여 신천 야외 공연장 설치
160,자치행정과,신천 산책로변 서양산딸나무 식재,신천변 특색있는 가로수를 식재하여 명품거리 조성,"파동 신천둔치에 서양산딸나무를 식재하면, 산딸난무는 벚꽃이 기고 나서 피는 나무로 꽃의 모양이<br>쫗고 신천변 가로수로도 상당히 보기좋음, 후에 나무가 어느 정도 자라면 파동의 명물이 될것임"
161,자치행정과,신천변 대형 전자시계 설치,"신천에서 가벼운 차림으로 운동, 등산, 산책 등을 하는 이용객이 시계없이 나오는 사람이 대부분이다<br>또 아침,저녁 야간에도 쉽게 볼 수 있는 대형 전자시계가 필요 합니다.","신천에서 가벼운 차림으로 운동, 등산, 산책 등을 하는 이용객이 시계없이 나오는 사람이 대부분이다<br>또 아침,저녁 야간에도 쉽게 볼 수 있는 대형 전자시계가 필요 합니다."
162,자치행정과,꽃보라동산 옆 용두암 문화재 개선사업,"과거 연암 서당골에서는 마을 앞을 흐르는 신천 강변의 용두암에서 용왕 먹이기를 하며, 용두암 절벽에다 촛불을 켜고 물을 떠놓고 기도하곤 했다. 지금은 도청교 건설로 상당 부분이 훼손되고 방치되어 있어 북구의 문화재를 되살리고 꽃보라동산과 연계해 관광지화하여 북구 주민들이 함께 즐기기를 바라는 뜻에서 사업을 제안하게 됨.","도청교 서편 꽃보라 동산 인근 방치된 용두암에 우거진 덩굴 및 노후시설을 정비하고, 소개하는 팻말을 만들고<br>추후에 꽃보라동산과 연계하여 많은 북구 주민들이 용두암의 명당위치 및 유래를 알고 산격동의 이미지 개선에 도움이 되었으면 함.<br><br>- 용두암 정비 비용 : 1,000,000원<br>- 용두암 안내 표지판 설치 : 3,000,000원<br>- 추후 꽃보라동산과 연계하여 관광지화할 비용 추가 소요 예정"
163,자치행정과,범어3동 이웃돕기 벼룩시장 장터 축제,"동민화합, 지역상권활성화","- 사업위치: 청구사거리->신천시장까지<br>- 각 협력단체별 부스 설치<br>-  각 협력단체별 중고품 또는 신상품 판매<br>- 전, 육개장, 국수 등 저렴하게 판매<br>- 각 상가 부스 설치: 상가 홍보"
164,관광과,가창찐빵골목 옛길 및 신천 도로 위 도보길 조성,"20년된 가창 옛 찐빵골목 특성화 사업 일환으로 <br>주변 환경 개선을 통해 제대로 된 관광 명소로 발돋움하기를 원하며,<br>더 나아가 전국에서 가장 으뜸가는 랜드마크를 만들기 위함입니다.",특성화거리 조성을 위한 사업으로 <br><br>아래 7가지 기본사항을 제안합니다.<br><br>1) 건물 도색 작업<br>2) 랜드마크라 할수 있는 조형물 설치<br>3) 그늘막 및 벤치 설치<br>4) 가창교 아래 구도로 차량 전면 통제<br>5) 가창교 아래 물가 나무 다리 조성  <br>6) 차별화 된 야간 조명 시설 설치 <br>7) 용계교 다리 및 주차장 아내표지판 설치 등
165,하천과,신천 계단 정비사업,신천 운동하러 계단이용시 계단이 오래되고 첫인상이 신천관련 시설에 비해 현대화가 되지 않고 낡았습니다.,오래된 신천계단을 단정하게 만들어 주세요.  신천교 계단 깔끔하게 정비한걸 본적이 있습니다.
166,자연재난과,신천구계단 정비사업,신천으로 내려가는 계단이 신천경관에 비해  너무 오래되었고 깔끔하지 않아서 올려봅니다.,오래된 계단을 깔끔하게 정비하는 사업 사진 참조
167,도시디자인과,신암지하차도 보도 벽면 벽화사업(2차 – 신천역 8번출구방면),신암지하차도 보도 벽면 1번 출구방면 타일벽화를 형평성 및 디자인의 일체성을 위하여 8번 출구 방면에도 조성하길 희망,타일벽화 추가 조성
168,교통정책과,교차로 알림이 설치(동신새마을금고 분소 옆 교차로),차량통행이 빈번하고 교통사고가 자주 발생하는 주택가 생활도로 비신호 교차로에 대한 개선책,동신새마을금고 분소 및 신천가람타운 진입구 이면도로 비신호 교차로의 교통사고 예방 및 인명피해 최소화를 위한 교차로 알림이 설치<br>  * 교차로알림이 X 1식
169,도시디자인과,보행자 통로 벽화 조성(경부고속철도 밑 신청동로 보행자 통로),밝고 화사한 벽화를 조성하여 지하통로를 이용하는 주민들에게 안정감을 주고 도시구조물을 아름답게 하여 도시이미지 제고,"신천가람타운 101동 옆 경부고속철도 및 신천동로 보행자 도로는 지하통로라 보행자가 통행하기에 불안하고 어두운 느낌이 들어, <br>벽면 채색 및 부분 타일벽화 등을 이용하여 밝은 도시 이미지 제고가 필요해 보임.<br>  * 벽화 1식"
170,사회재난과,방범용 CCTV 설치(신천자이아파트 105동 ~ 경부고속철도 복개구간),"방범용 CCTV를 설치하여 범죄를 예방하고 각종 사건사고의 능동적인 대처, 주민생활 불안요소 해소 및 지속적인 안전관리체계를 구축",신천자이아파트 105동과 공원이 조성된 경부고속철도 복개구간 사이에 야간에는 인적이 드물어 안전사고 발생 우려가 있어 방범용 CCTV 설치(2대)가 시급해 보임.<br><br>  * 방범용 CCTV X 2식
171,교통정책과,신천동로 출구 역주행 예방 발광형 표지판 설치,"신천동로 출구를 진입구간으로 오인하여 역주행으로 인한 사고가 자주 발생하므로, 선제적인 사고 예방",신천동로에서 신성교네거리로 빠지는 출구를 신천동로 진입구간으로 오인하여 정상주행차량과 역주행차량의 사고발생 가능성이 있음. <br>기존에 좌회전금지 및 진입금지 안내 표지판이 있으나 야간에도 식별이 용이하도록 발광형 표지판으로 교체가 시급히 필요해 보임.<br><br>  * 발광형 표지판 X 2식
172,하천과,칠성교 하단 하천 범람 예방 사업,- 우천시 칠성교 하단 저지대 하천 범람으로 반복적인 신천동로 통행 차단<br>- 여름철 집중호우 시 인근 저지대 주택가 침수로 재산 손실 발생,"하천 범람을 예방할 수 있는 재해예방 시설 설치 ( 배수, 물막이 시설 등)"
173,산림녹지과,대구시청별관 담장 허물기,노후된 담장 제거 사업 및 꽃보라 동산과 연계된 주변 경관 정비를 통해 산책공간 조성,"대구 북구 8경 중 하나인 꽃보라 동산 맞은편에 시청 별관이 있습니다. 이 시청 별관 담장을 허물었으면 좋겠습니다. 담장이 븕은 색으로 보기에 별로인데다가, 시청 별관 안쪽은 부지가 넓고 경관이 아름다운데 이게 담장에 가로막혀 잘 안보여서 너무 아쉽습니다. <br><br>시청별관이 건물이 낡았고 경북 도청 같이 화려하고 웅장한 것은 아니지만, 일대가 더 깔끔하고 탁 트여서 보기가 정말 좋습니다. 꽃보라 동산도 아주 예쁘지만 그 자체공원 규모도 작고 볼거리가 풍성하지는 않습니다. 서구청 처럼 담장 허물기 사업의 일환으로 시청을 개방하여, 꽃보라 동산은 물론, 신천의 산책로와도 어울리는 일대의 명소가 될 수 있다고 생각합니다. <br><br>아울러 시청이 있는 동안만이라도, 지역 주민들에게 개방적인 모습을 보여 시청 이미지 제고에도 좋다고 생각합니다."
174,체육진흥과,신천둔치 족구장 시설물 개선해주세요 (남구 봉덕동),신천둔치 족구장을 주민들이 이용하기 편리하고 쾌적하게 개선해주세요,○  마사토로 되어있는 족구장 바닥을 인조잔디로 교체  <br>     <br>○  등의자와 기타 시설물 개선<br><br>○  오래된 비구방지망 교체 필요
175,하천과,대구시가 점주가 되는 신천강변 편의점조성,"신천강변 자전거길 및 산책로는 좋은 기반시설을 갖추었으나, 편의시설이 부족함.(화장실, 매점등)<br>서울시 한강 편의점 사업의 경우는 사업권을 경매하는 방식으로, 발생되는 매출은 많으나 일자리 창출효과는 미비함.<br>하여, 금호강~ 신천~낙동강 주변에 매점(편의점)을 대구시가 점주가 되는 식으로 오픈,<br>단순 공공근로가 아닌 수익이 나는 일자리를 직접 창출-유지 가능하고, 편의시설 확충하여 대구시 근린시설 질적 향상 가능","시에서 금호강-신천-낙동강변에 편의점 부지설치.(점당15~20평)<br>편의점 회사(GS25,CU,7/11,이마트24,미니스톱 등) 사업권 경매, 대구시가 점주가 되는 방식으로 계약 <br>인테리어 및 POS, 집기등은 업체에서 설치<br><br>강변 시설 활용 활성화- 직접 일자리 창출 - 근린시설 질적 향상"
